country_name,country_code,series_name,series_code,variable_name,education_level,gender,yr2000,yr2001,yr2002,yr2003,yr2004,yr2005,yr2006,yr2007,yr2008,yr2009,yr2010,yr2011,yr2012,yr2013,yr2014
Italy,ITA,"Employment with primary education, male",SL.EM.PRIM.MA.ZS.V,Employment,Primary,Male,5582672,5597181,5641858,5976710,6292691,6564050,6740327,6802763,6650380,6941853,6766393,6623530,6638454,6516980,6566146
Italy,ITA,Employment with secondary education,SL.EM.SECO.ZS.V,Employment,Secondary,All,12182616,12989491,13232522,13362904,13548241,13331732,13249705,13202042,13404884,12799613,12443666,12510421,12421185,12405058,12538338
Italy,ITA,"Employment with secondary education, female",SL.EM.SECO.FE.ZS.V,Employment,Secondary,Female,4071285,4590288,4698252,4828509,5003132,4867794,4901914,4897084,5023230,4882626,4652407,4734002,4758415,4723359,4882609
Italy,ITA,"Employment with secondary education, male",SL.EM.SECO.MA.ZS.V,Employment,Secondary,Male,8478847,8653797,8798613,8734146,8754447,8683261,8543295,8517394,8570364,8005634,7920976,7908093,7760260,7736455,7728763
Italy,ITA,Employment with tertiary education,SL.EM.TERT.ZS.V,Employment,Tertiary,All,19425773,19695791,19902574,20120903,20638487,19952557,20205231,20378064,20558785,20074704,19891864,20003173,19909770,19906311,19831734
Italy,ITA,"Employment with tertiary education, female",SL.EM.TERT.FE.ZS.V,Employment,Tertiary,Female,12095789,12133841,12210594,12265839,12391761,11875839,11941197,11960596,11923380,11510656,11331023,11346976,11218063,11067065,11071288
Italy,ITA,"Employment with tertiary education, male",SL.EM.TERT.MA.ZS.V,Employment,Tertiary,Male,7264151,7491920,7625562,7790326,8192520,7984584,8166876,8325043,8504402,8365019,8359793,8462714,8518949,8576138,8537591
Italy,ITA,"Labor force, total",SL.TLF.TOTL.IN.V,Labor force,All,All,23266851,23402126,23696361,24007186,24517266,24398501,24468885,24494220,24814346,24631267,24565621,24564145,25107404,25474177,25785202
Italy,ITA,"Labor force, female",SL.TLF.TOTL.FE.ZS.V,Labor force,All,Female,8975833,9112595,9252279,9417034,9757298,9727807,9808223,9835872,10091670,10013670,10051694,10098342,10475784,10657639,10789105
Italy,ITA,"Labor force, male",SL.TLF.TOTL.MA.ZS.V,Labor force,All,Male,14291018,14289531,14444082,14590152,14759968,14670694,14660662,14658348,14722676,14617597,14513927,14465803,14631620,14816538,14996097
Italy,ITA,Labor force with primary education,SL.TLF.PRIM.ZS.V,Labor force,Primary,All,10516617,10905390,10852933,10419119,10150148,9710603,9444989,9234321,9131679,8842625,8597967,8499194,8536517,8482901,8638043
Italy,ITA,"Labor force with primary education, female",SL.TLF.PRIM.FE.ZS.V,Labor force,Primary,Female,3347986,3563025,3552875,3427801,3307724,3122626,3020933,2931090,2916493,2833869,2744112,2706356,2797034,2792301,2891480
Italy,ITA,"Labor force with primary education, male",SL.TLF.PRIM.MA.ZS.V,Labor force,Primary,Male,7174091,7344819,7294261,7003273,6848625,6601812,6436031,6303090,6227692,6022450,5863627,5800787,5750227,5704367,5773497
Italy,ITA,Labor force with secondary education,SL.TLF.SECO.ZS.V,Labor force,Secondary,All,9795344,9407655,9620722,10203054,10763080,10906130,11108874,11169364,11315341,11428908,11545842,11569712,11825587,11998337,12170616
Italy,ITA,"Labor force with secondary education, female",SL.TLF.SECO.FE.ZS.V,Labor force,Secondary,Female,4326352,4155343,4228292,4435423,4742047,4795809,4864878,4858921,4965102,4956767,5045950,5079466,5216940,5264874,5275873
Italy,ITA,"Labor force with secondary education, male",SL.TLF.SECO.MA.ZS.V,Labor force,Secondary,Male,5473460,5244258,5402087,5763110,6007307,6103008,6245442,6303090,6360196,6460978,6502239,6480680,6613492,6741525,6883209
Italy,ITA,Labor force with tertiary education,SL.TLF.TERT.ZS.V,Labor force,Tertiary,All,2652421,2831657,2962045,3072920,3309831,3537783,3694802,3870087,4143996,4162684,4200721,4274161,4544440,4789145,4976544
Italy,ITA,"Labor force with tertiary education, female",SL.TLF.TERT.FE.ZS.V,Labor force,Tertiary,Female,1202762,1312214,1387842,1450223,1609954,1741277,1853754,1957338,2139434,2162953,2191269,2221635,2398954,2525861,2621752
Italy,ITA,"Labor force with tertiary education, male",SL.TLF.TERT.MA.ZS.V,Labor force,Tertiary,Male,1457684,1528980,1574405,1619507,1697396,1789825,1832583,1890927,1987561,1973376,2002922,2039678,2136217,2237297,2324395
Italy,ITA,"Unemployment, total",SL.UEM.TOTL.NE.ZS.V,Unemployment,All,All,2512820,2246604,2180065,2136639,1936864,1878685,1663884,1494147,1662561,1896608,2063512,2063388,2686492,3082376,3274721
Italy,ITA,"Unemployment, female",SL.UEM.TOTL.FE.NE.ZS.V,Unemployment,All,Female,1337399,1184637,1165787,1120627,995244,972781,863124,767198,857792,921258,964963,959342,1236143,1396151,1488897
Italy,ITA,"Unemployment, male",SL.UEM.TOTL.MA.NE.ZS.V,Unemployment,All,Male,1186155,1057425,1011086,1006721,929878,909583,791676,718259,809747,979379,1088545,1084935,1433899,1703902,1784535
Italy,ITA,Unemployment with primary education,SL.UEM.PRIM.ZS.V,Unemployment,Primary,All,1263948,1183960,1142354,1091823,951000,866074,750412,666390,754803,819334,876993,895510,1157878,1328504,1434328
Italy,ITA,"Unemployment with primary education, female",SL.UEM.PRIM.FE.ZS.V,Unemployment,Primary,Female,587118,570995,554915,524453,439898,393003,339208,295371,335397,340865,334842,340567,438831,480276,540469
Italy,ITA,"Unemployment with primary education, male",SL.UEM.PRIM.MA.ZS.V,Unemployment,Primary,Male,680853,610134,586430,563763,506784,475712,406921,367749,422688,480875,539918,547892,712648,857063,897621
Italy,ITA,Unemployment with secondary education,SL.UEM.SECO.ZS.V,Unemployment,Secondary,All,1037795,867189,839325,831153,774746,766503,697168,636507,699938,828817,922390,916144,1198175,1374739,1450701
Italy,ITA,"Unemployment with secondary education, female",SL.UEM.SECO.FE.ZS.V,Unemployment,Secondary,Female,624565,498732,488465,468422,426960,431915,390132,352911,391153,426542,470902,462403,599529,684114,707226
Italy,ITA,"Unemployment with secondary education, male",SL.UEM.SECO.MA.ZS.V,Unemployment,Secondary,Male,418713,365869,348825,359399,341265,335636,304004,279403,310943,404484,446303,443739,590766,698600,740582
Italy,ITA,Unemployment with tertiary education,SL.UEM.TERT.ZS.V,Unemployment,Tertiary,All,160820,155016,163505,170931,166570,214170,189683,170333,186207,221903,239367,229036,300887,342144,389692
Italy,ITA,"Unemployment with tertiary education, female",SL.UEM.TERT.FE.ZS.V,Unemployment,Tertiary,Female,102980,98325,106087,108701,103505,133271,119974,108942,122664,143716,150534,145820,185421,217800,241201
Italy,ITA,"Unemployment with tertiary education, male",SL.UEM.TERT.MA.ZS.V,Unemployment,Tertiary,Male,58122,58158,57632,61410,60442,80043,68876,58897,63970,78350,87084,80285,111844,126089,146332
Latvia,LVA,"Employment, total",SL.EM.TOTL.NE.ZS.V,Employment,All,All,936158,946679,975017,976905,980618,992622,1047158,1072513,1067550,919548,855218,871181,892805,919894,924637
Latvia,LVA,"Employment, female",SL.EM.TOTL.FE.NE.ZS.V,Employment,All,Female,453857,468698,480222,477036,469745,481574,509814,526895,527720,477913,447693,448361,451139,463627,466966
Latvia,LVA,"Employment, male",SL.EM.TOTL.MA.NE.ZS.V,Employment,All,Male,481958,477630,493918,500411,510534,510480,537245,546073,539118,441571,407761,422837,440603,456781,457659
Latvia,LVA,Employment with primary education,SL.EM.PRIM.ZS.V,Employment,Primary,All,738628,655102,713712,701418,741347,759356,717303,796877,803865,718167,694437,696945,732993,734996,734162
Latvia,LVA,"Employment with primary education, female",SL.EM.PRIM.FE.ZS.V,Employment,Primary,Female,389409,358554,403866,380197,380493,393927,391537,427838,443285,407182,388150,383797,380310,390374,395987
Latvia,LVA,"Employment with primary education, male",SL.EM.PRIM.MA.ZS.V,Employment,Primary,Male,353275,303295,317095,320764,356353,365504,328794,375698,367679,323230,314792,320511,352923,346697,342787
Latvia,LVA,Employment with secondary education,SL.EM.SECO.ZS.V,Employment,Secondary,All,288337,371098,354906,382947,314778,337491,467032,439730,417412,313566,291629,288361,280341,337601,343040
Latvia,LVA,"Employment with secondary education, female",SL.EM.SECO.FE.ZS.V,Employment,Secondary,Female,119364,159826,135423,159330,126831,150733,213102,202854,195784,157233,157140,144372,147974,180814,185853
Latvia,LVA,"Employment with secondary education, male",SL.EM.SECO.MA.ZS.V,Employment,Secondary,Male,166275,206336,213373,224184,191450,186325,253042,234811,218882,154108,136192,142919,133503,158046,159265
Latvia,LVA,Employment with tertiary education,SL.EM.TERT.ZS.V,Employment,Tertiary,All,844414,870944,883365,871399,906091,888396,909980,920216,922363,810122,724370,758799,774062,768112,772072
Latvia,LVA,"Employment with tertiary education, female",SL.EM.TERT.FE.ZS.V,Employment,Tertiary,Female,423159,429867,433166,434857,469692,443607,437854,440681,429138,362530,318869,347995,367022,350351,344160
Latvia,LVA,"Employment with tertiary education, male",SL.EM.TERT.MA.ZS.V,Employment,Tertiary,Male,418456,438233,446606,436488,436393,442566,467499,473678,485503,440636,400685,406663,405123,415410,421671
Latvia,LVA,"Labor force, total",SL.TLF.TOTL.IN.V,Labor force,All,All,1091093,1098235,1131110,1111382,1110553,1102913,1125976,1142186,1156609,1114604,1062383,1039596,1050359,1044148,1036589
Latvia,LVA,"Labor force, female",SL.TLF.TOTL.FE.ZS.V,Labor force,All,Female,524084,535655,550713,542086,535627,535082,546424,558151,568052,556360,534878,520140,524580,521515,517701
Latvia,LVA,"Labor force, male",SL.TLF.TOTL.MA.ZS.V,Labor force,All,Male,567009,562580,580397,569296,574926,567831,579552,584035,588557,558244,527505,519456,525779,522633,518888
Latvia,LVA,Labor force with primary education,SL.TLF.PRIM.ZS.V,Labor force,Primary,All,154935,213058,184371,182267,174357,158819,170022,167901,152672,138211,117925,115395,107137,99194,96403
Latvia,LVA,"Labor force with primary education, female",SL.TLF.PRIM.FE.ZS.V,Labor force,Primary,Female,57649,83562,60578,65592,62133,52438,53550,54699,49421,47291,39046,36410,34098,31291,28474
Latvia,LVA,"Labor force with primary education, male",SL.TLF.PRIM.MA.ZS.V,Labor force,Primary,Male,96959,130519,124785,117275,112685,106752,117070,113303,103586,91552,79126,79477,73083,68465,68493
Latvia,LVA,Labor force with secondary education,SL.TLF.SECO.ZS.V,Labor force,Secondary,All,725577,674316,721648,716841,707422,702556,701483,705871,703218,679908,645929,617520,616561,599341,605368
Latvia,LVA,"Labor force with secondary education, female",SL.TLF.SECO.FE.ZS.V,Labor force,Secondary,Female,349040,328892,360717,350730,341194,337102,336597,338798,332310,323245,307555,286077,282224,274317,274899
Latvia,LVA,"Labor force with secondary education, male",SL.TLF.SECO.MA.ZS.V,Labor force,Secondary,Male,376494,345424,361007,366057,366803,365683,365697,366774,371379,357276,339186,331932,334921,326123,330532
Latvia,LVA,Labor force with tertiary education,SL.TLF.TERT.ZS.V,Labor force,Tertiary,All,210581,209763,223960,211163,227663,240435,252219,264987,297249,294255,297467,305641,326662,344569,332745
Latvia,LVA,"Labor force with tertiary education, female",SL.TLF.TERT.FE.ZS.V,Labor force,Tertiary,Female,116871,123201,129418,125222,131229,145007,155731,162980,185753,185824,187742,197133,207734,215907,213811
Latvia,LVA,"Labor force with tertiary education, male",SL.TLF.TERT.MA.ZS.V,Labor force,Tertiary,Male,93556,86075,94605,85394,95438,94828,96206,102206,111826,108299,108666,108047,117249,127522,119344
Latvia,LVA,"Unemployment, total",SL.UEM.TOTL.NE.ZS.V,Unemployment,All,All,154935,151556,156093,134477,129935,110291,78818,69673,89059,195056,207165,168415,157554,124254,111952
Latvia,LVA,"Unemployment, female",SL.UEM.TOTL.FE.NE.ZS.V,Unemployment,All,Female,70227,66957,70491,65050,65882,53508,36610,31256,40332,78447,87185,71779,73441,57888,50735
Latvia,LVA,"Unemployment, male",SL.UEM.TOTL.MA.NE.ZS.V,Unemployment,All,Male,85051,84950,86479,68885,64392,57351,42307,37962,49439,116673,119744,96619,85176,65852,61229
Latvia,LVA,Unemployment with primary education,SL.UEM.PRIM.ZS.V,Unemployment,Primary,All,32691,46679,41833,37923,31704,25918,24828,17906,21998,42717,38947,33683,28202,24975,23062
Latvia,LVA,"Unemployment with primary education, female",SL.UEM.PRIM.FE.ZS.V,Unemployment,Primary,Female,9972,15735,11208,13205,12518,9738,8494,5876,6453,11610,11596,10336,11530,9146,7712
Latvia,LVA,"Unemployment with primary education, male",SL.UEM.PRIM.MA.ZS.V,Unemployment,Primary,Male,22709,31007,30960,24730,19446,16288,16415,11844,15722,31268,27302,23382,16950,15870,15368
Latvia,LVA,Unemployment with secondary education,SL.UEM.SECO.ZS.V,Unemployment,Secondary,All,107215,92146,99275,81762,88226,72792,43665,41107,54237,128542,136522,112669,108082,78653,70418
Latvia,LVA,"Unemployment with secondary education, female",SL.UEM.SECO.FE.ZS.V,Unemployment,Secondary,Female,51757,44125,50613,43324,48094,36760,21307,19223,25369,52638,56583,48666,49352,35312,30542
Latvia,LVA,"Unemployment with secondary education, male",SL.UEM.SECO.MA.ZS.V,Unemployment,Secondary,Male,55709,48251,49120,38024,40245,36418,22381,21638,29367,75954,79749,63962,59368,43067,39921
Latvia,LVA,Unemployment with tertiary education,SL.UEM.TERT.ZS.V,Unemployment,Tertiary,All,15184,12125,14673,14524,9875,11581,10325,9894,12112,23212,31696,21725,20955,20502,18472
Latvia,LVA,"Unemployment with tertiary education, female",SL.UEM.TERT.FE.ZS.V,Unemployment,Tertiary,Female,8568,6696,8670,8522,5271,7010,6773,6032,8228,14042,19006,12705,12265,13488,12582
Latvia,LVA,"Unemployment with tertiary education, male",SL.UEM.TERT.MA.ZS.V,Unemployment,Tertiary,Male,6634,5522,6054,5855,4572,4645,3512,3834,3955,9100,12573,8986,8688,6849,5939
Lithuania,LTU,"Employment, total",SL.EM.TOTL.NE.ZS.V,Employment,All,All,1422223,1373728,1419715,1473434,1434751,1434227,1445876,1474434,1455098,1350269,1275969,1310853,1341131,1361603,1373192
Lithuania,LTU,"Employment, female",SL.EM.TOTL.FE.NE.ZS.V,Employment,All,Female,722825,698076,694709,729399,698580,701875,716363,728461,722927,705375,671459,679222,691078,692929,699362
Lithuania,LTU,"Employment, male",SL.EM.TOTL.MA.NE.ZS.V,Employment,All,Male,698986,674955,724928,744069,736311,732412,730255,745212,732144,645218,604350,631885,650320,668735,673871
Lithuania,LTU,Employment with primary education,SL.EM.PRIM.ZS.V,Employment,Primary,All,1164800,1147063,1189721,1174327,1238190,1203316,1217427,1257692,1241199,1151779,1107541,1132577,1160078,1164171,1163094
Lithuania,LTU,"Employment with primary education, female",SL.EM.PRIM.FE.ZS.V,Employment,Primary,Female,621629,615005,623849,620718,634310,623966,627534,642502,641237,620024,598941,605866,619206,609084,602850
Lithuania,LTU,"Employment with primary education, male",SL.EM.PRIM.MA.ZS.V,Employment,Primary,Male,551500,541314,568344,550611,600830,577140,591506,613309,601091,539402,514302,532679,546269,558394,562682
Lithuania,LTU,Employment with secondary education,SL.EM.SECO.ZS.V,Employment,Secondary,All,608711,375028,403199,481813,436164,436005,433763,442330,458356,396979,363651,372282,390269,422097,422943
Lithuania,LTU,"Employment with secondary education, female",SL.EM.SECO.FE.ZS.V,Employment,Secondary,Female,311538,165444,184793,205690,199095,191612,207029,223637,237120,203853,209495,193578,210779,245297,248973
Lithuania,LTU,"Employment with secondary education, male",SL.EM.SECO.MA.ZS.V,Employment,Secondary,Male,297069,201812,218203,278282,238565,246090,226379,219092,222572,190985,160757,178824,181439,183902,182619
Lithuania,LTU,Employment with tertiary education,SL.EM.TERT.ZS.V,Employment,Tertiary,All,1070934,1225365,1246510,1290728,1195148,1232001,1247791,1248845,1210642,1151779,1082022,1119469,1134597,1138300,1161720
Lithuania,LTU,"Employment with tertiary education, female",SL.EM.TERT.FE.ZS.V,Employment,Tertiary,Female,494882,595311,606765,645107,594940,615226,610493,604367,574733,536176,481063,520673,519606,512920,526967
Lithuania,LTU,"Employment with tertiary education, male",SL.EM.TERT.MA.ZS.V,Employment,Tertiary,Male,567418,627570,635659,646247,600779,616948,636130,643231,633284,611560,593570,594999,609531,617399,625229
Lithuania,LTU,"Labor force, total",SL.TLF.TOTL.IN.V,Labor force,All,All,1691109,1651115,1631856,1691658,1606664,1564042,1534900,1539075,1544690,1566437,1552274,1549472,1548650,1543768,1537729
Lithuania,LTU,"Labor force, female",SL.TLF.TOTL.FE.ZS.V,Labor force,All,Female,836603,812661,796685,840321,785804,767076,758859,761192,765813,788128,785332,779819,781763,774222,770222
Lithuania,LTU,"Labor force, male",SL.TLF.TOTL.MA.ZS.V,Labor force,All,Male,854506,838454,835171,851337,820860,796966,776041,777883,778877,778309,766942,769653,766887,769546,767507
Lithuania,LTU,Labor force with primary education,SL.TLF.PRIM.ZS.V,Labor force,Primary,All,211389,199785,189295,208074,168700,147020,136606,133900,106584,108084,93136,86770,82078,81820,84575
Lithuania,LTU,"Labor force with primary education, female",SL.TLF.PRIM.FE.ZS.V,Labor force,Primary,Female,86170,78828,70108,77310,59721,52161,50085,47194,37525,41771,35340,32752,30489,28646,30039
Lithuania,LTU,"Labor force with primary education, male",SL.TLF.PRIM.MA.ZS.V,Labor force,Primary,Male,125612,120737,120265,130255,109174,94839,86917,87123,68541,66156,57521,53876,52148,53099,54493
Lithuania,LTU,Labor force with secondary education,SL.TLF.SECO.ZS.V,Labor force,Secondary,All,762690,1040202,1052547,1067436,1000952,957194,945498,920367,919091,932030,908080,898694,893571,873773,845751
Lithuania,LTU,"Labor force with secondary education, female",SL.TLF.SECO.FE.ZS.V,Labor force,Secondary,Female,343844,490847,493148,523520,476983,449507,440138,427790,420431,430318,411514,403166,397917,386337,378179
Lithuania,LTU,"Labor force with secondary education, male",SL.TLF.SECO.MA.ZS.V,Labor force,Secondary,Male,419562,549187,559565,543153,524530,506870,505979,492400,498481,502009,496978,495657,496176,487123,468179
Lithuania,LTU,Labor force with tertiary education,SL.TLF.TERT.ZS.V,Labor force,Tertiary,All,717030,411128,390014,417840,435406,459828,451261,484809,519016,526323,551057,564008,571452,588176,607403
Lithuania,LTU,"Labor force with tertiary education, female",SL.TLF.TERT.FE.ZS.V,Labor force,Tertiary,Female,407426,242986,233429,239491,249100,265408,268636,286208,307091,316039,338478,343900,353357,359239,361234
Lithuania,LTU,"Labor force with tertiary education, male",SL.TLF.TERT.MA.ZS.V,Labor force,Tertiary,Male,309331,168529,155342,177929,186335,194460,182370,198360,211855,210922,212443,220121,218563,229325,244835
Lithuania,LTU,"Unemployment, total",SL.UEM.TOTL.NE.ZS.V,Unemployment,All,All,268886,277387,212141,218224,171913,129815,89024,64641,89592,216168,276305,238619,207519,182165,164537
Lithuania,LTU,"Unemployment, female",SL.UEM.TOTL.FE.NE.ZS.V,Unemployment,All,Female,113778,114585,101976,110922,87224,65201,42496,32731,42886,82753,113873,100597,90685,81293,70860
Lithuania,LTU,"Unemployment, male",SL.UEM.TOTL.MA.NE.ZS.V,Unemployment,All,Male,155520,163499,110243,107268,84549,64554,45786,32671,46733,133091,162592,137768,116567,100811,93636
Lithuania,LTU,Unemployment with primary education,SL.UEM.PRIM.ZS.V,Unemployment,Primary,All,48668,45769,34367,44299,23552,20900,14066,9502,13170,31777,36472,32452,28015,26414,25174
Lithuania,LTU,"Unemployment with primary education, female",SL.UEM.PRIM.FE.ZS.V,Unemployment,Primary,Female,15929,13636,10402,16527,8025,7237,5270,3862,4846,10013,12298,10864,9431,9836,9779
Lithuania,LTU,"Unemployment with primary education, male",SL.UEM.PRIM.MA.ZS.V,Unemployment,Primary,Male,32815,32373,23812,27890,15557,13686,8699,5783,8365,21827,24226,21630,18651,16634,15450
Lithuania,LTU,Unemployment with secondary education,SL.UEM.SECO.ZS.V,Unemployment,Secondary,All,153803,201661,151893,146865,119651,90352,62317,45249,61371,152615,197558,170851,147131,125694,113860
Lithuania,LTU,"Unemployment with secondary education, female",SL.UEM.SECO.FE.ZS.V,Unemployment,Secondary,Female,64740,87429,74850,79642,62365,47401,30215,22683,28819,58838,78345,71927,63026,52515,45634
Lithuania,LTU,"Unemployment with secondary education, male",SL.UEM.SECO.MA.ZS.V,Unemployment,Secondary,Male,89424,114612,77060,67150,57155,42864,31593,23066,32526,93696,119342,98780,84045,73088,68261
Lithuania,LTU,Unemployment with tertiary education,SL.UEM.TERT.ZS.V,Unemployment,Tertiary,All,66415,29958,25881,27060,28709,18304,12196,9890,15051,31777,41998,34838,31958,29875,25339
Lithuania,LTU,"Unemployment with tertiary education, female",SL.UEM.TERT.FE.ZS.V,Unemployment,Tertiary,Female,33223,13521,16622,14753,16747,10432,6969,6186,9220,13985,23230,17705,18228,18941,15448
Lithuania,LTU,"Unemployment with tertiary education, male",SL.UEM.TERT.MA.ZS.V,Unemployment,Tertiary,Male,33437,16513,9371,12229,11837,7811,5128,3823,5795,17701,18861,17083,13755,10988,9925
Luxembourg,LUX,"Employment, total",SL.EM.TOTL.NE.ZS.V,Employment,All,All,184504,185593,189627,187458,190777,198101,203589,207476,209917,222859,227507,231267,240851,244974,250416
Luxembourg,LUX,"Employment, female",SL.EM.TOTL.FE.NE.ZS.V,Employment,All,Female,72691,73690,75559,75835,78405,82784,86472,89706,90331,95453,98034,99976,105765,107685,110793
Luxembourg,LUX,"Employment, male",SL.EM.TOTL.MA.NE.ZS.V,Employment,All,Male,111782,111829,114098,111632,112317,115371,117192,117816,119722,127322,129558,131299,135036,137179,139740
Luxembourg,LUX,Employment with primary education,SL.EM.PRIM.ZS.V,Employment,Primary,All,90223,96880,78695,137781,157772,141841,137219,137556,143163,169373,178820,168362,183529,190345,179548
Luxembourg,LUX,"Employment with primary education, female",SL.EM.PRIM.FE.ZS.V,Employment,Primary,Female,40853,46278,28184,62109,64057,62585,57677,63601,59528,72640,79603,73182,82073,84425,79328
Luxembourg,LUX,"Employment with primary education, male",SL.EM.PRIM.MA.ZS.V,Employment,Primary,Male,45384,47304,53512,71780,94571,76952,80276,72457,84643,96637,98464,95060,101007,105490,100753
Luxembourg,LUX,Employment with secondary education,SL.EM.SECO.ZS.V,Employment,Secondary,All,117529,121935,139566,88480,80317,113116,111771,125315,102859,130596,132182,135522,129819,131061,156510
Luxembourg,LUX,"Employment with secondary education, female",SL.EM.SECO.FE.ZS.V,Employment,Secondary,Female,42088,40161,55234,28741,31911,43213,49116,52209,48960,55267,54409,57586,55949,54596,71129
Luxembourg,LUX,"Employment with secondary education, male",SL.EM.SECO.MA.ZS.V,Employment,Secondary,Male,78806,85102,84775,64077,49644,72683,61174,73989,52079,75629,78771,78517,74135,76957,87757
Luxembourg,LUX,Employment with tertiary education,SL.EM.TERT.ZS.V,Employment,Tertiary,All,164947,155527,163838,151653,151477,152340,167961,159341,178639,154219,154705,162812,171245,174911,169782
Luxembourg,LUX,"Employment with tertiary education, female",SL.EM.TERT.FE.ZS.V,Employment,Tertiary,Female,97250,93377,104628,92432,90864,90335,96917,88127,98291,89762,87193,92959,94660,98220,96002
Luxembourg,LUX,"Employment with tertiary education, male",SL.EM.TERT.MA.ZS.V,Employment,Tertiary,Male,67022,61900,60221,59834,60685,62253,71080,70688,79762,64622,67349,69983,76256,76779,74675
Luxembourg,LUX,"Labor force, total",SL.TLF.TOTL.IN.V,Labor force,All,All,188848,188995,194689,194660,201029,207436,213630,216346,221198,234836,237978,243183,253795,260057,266117
Luxembourg,LUX,"Labor force, female",SL.TLF.TOTL.FE.ZS.V,Labor force,All,Female,75017,75348,78381,79575,84397,87881,92188,94130,96097,101654,103302,106698,112396,115048,117615
Luxembourg,LUX,"Labor force, male",SL.TLF.TOTL.MA.ZS.V,Labor force,All,Male,113831,113647,116308,115085,116632,119555,121442,122216,125101,133182,134676,136485,141399,145009,148502
Luxembourg,LUX,Labor force with primary education,SL.TLF.PRIM.ZS.V,Labor force,Primary,All,61753,64825,64247,43604,25933,39828,39949,41538,40700,32173,34269,37207,37054,34328,43111
Luxembourg,LUX,"Labor force with primary education, female",SL.TLF.PRIM.FE.ZS.V,Labor force,Primary,Female,26031,27125,27825,18461,11478,16522,15764,16567,16721,14638,15702,16645,16635,14726,19759
Luxembourg,LUX,"Labor force with primary education, male",SL.TLF.PRIM.MA.ZS.V,Labor force,Primary,Male,35743,37617,36288,25089,14462,23194,24167,25054,24019,17447,18451,20609,20361,19576,23315
Luxembourg,LUX,Labor force with secondary education,SL.TLF.SECO.ZS.V,Labor force,Secondary,All,84037,81646,87415,113876,111169,95006,106174,101250,104627,108964,105662,105055,108624,110264,92343
Luxembourg,LUX,"Labor force with secondary education, female",SL.TLF.SECO.FE.ZS.V,Labor force,Secondary,Female,32407,31872,34017,46631,47262,39810,46278,44147,45742,47574,47209,46627,49567,48665,40342
Luxembourg,LUX,"Labor force with secondary education, male",SL.TLF.SECO.MA.ZS.V,Labor force,Secondary,Male,51679,49777,53502,67210,63798,55234,59992,57075,58923,61397,58449,58552,58963,61629,51976
Luxembourg,LUX,Labor force with tertiary education,SL.TLF.TERT.ZS.V,Labor force,Tertiary,All,39092,38933,40301,31730,54077,61401,57253,63389,67465,88768,88528,97273,104817,111825,127204
Luxembourg,LUX,"Labor force with tertiary education, female",SL.TLF.TERT.FE.ZS.V,Labor force,Tertiary,Female,15228,14618,15206,11936,21184,26276,25444,28710,29790,37612,36672,42252,44846,50161,55867
Luxembourg,LUX,"Labor force with tertiary education, male",SL.TLF.TERT.MA.ZS.V,Labor force,Tertiary,Male,23905,24320,25123,19795,32890,35030,31818,34465,37655,51009,51850,55003,59953,61629,71132
Luxembourg,LUX,"Unemployment, total",SL.UEM.TOTL.NE.ZS.V,Unemployment,All,All,4344,3402,5062,7202,10252,9335,10041,8870,11281,11977,10471,11916,12944,15083,15701
Luxembourg,LUX,"Unemployment, female",SL.UEM.TOTL.FE.NE.ZS.V,Unemployment,All,Female,2326,1658,2822,3740,5992,5097,5716,4424,5766,6201,5268,6722,6631,7363,6822
Luxembourg,LUX,"Unemployment, male",SL.UEM.TOTL.MA.NE.ZS.V,Unemployment,All,Male,2049,1818,2210,3453,4315,4184,4250,4400,5379,5860,5118,5186,6363,7830,8762
Luxembourg,LUX,Unemployment with primary education,SL.UEM.PRIM.ZS.V,Unemployment,Primary,All,2220,1626,2961,1909,1774,2651,3273,2989,3587,2874,2241,3241,3081,3364,4443
Luxembourg,LUX,"Unemployment with primary education, female",SL.UEM.PRIM.FE.ZS.V,Unemployment,Primary,Female,1019,617,1769,677,1097,1244,1903,1287,1966,1482,990,1801,1485,1590,1937
Luxembourg,LUX,"Unemployment with primary education, male",SL.UEM.PRIM.MA.ZS.V,Unemployment,Primary,Male,1217,1049,1173,1233,682,1393,1339,1694,1576,1412,1228,1431,1603,1809,2444
Luxembourg,LUX,Unemployment with secondary education,SL.UEM.SECO.ZS.V,Unemployment,Secondary,All,1577,1167,1336,3803,5936,4005,4528,3513,5753,4958,4387,4933,5967,7014,5888
Luxembourg,LUX,"Unemployment with secondary education, female",SL.UEM.SECO.FE.ZS.V,Unemployment,Secondary,Female,979,754,759,2323,3553,2436,2469,1849,2641,2611,2344,2850,3123,3630,2442
Luxembourg,LUX,"Unemployment with secondary education, male",SL.UEM.SECO.MA.ZS.V,Unemployment,Secondary,Male,604,435,568,1471,2408,1548,2032,1637,3039,2379,2006,2085,2870,3438,3259
Luxembourg,LUX,Unemployment with tertiary education,SL.UEM.TERT.ZS.V,Unemployment,Tertiary,All,460,551,688,1376,2112,2156,1757,2058,1681,3689,3351,3527,3741,4314,5056
Luxembourg,LUX,"Unemployment with tertiary education, female",SL.UEM.TERT.FE.ZS.V,Unemployment,Tertiary,Female,302,274,234,643,1145,1106,989,1115,1032,1829,1723,1963,1983,2091,2135
